2.182692456742848108e+01;5.731365823642615709e-01;3.040891495563537994e+00;1.046203656339698682e+04;5.423521600735033310e+00;2.182692456742848108e+01;4.564340791233167920e+02
1.272348024338919181e+01;-6.158622238089660472e-01;2.353371253257413809e+00;-2.161721645581142184e+03;-3.438558024613905140e+00;-1.313578098541576189e+01;1.798988280682829668e+02
2.224711398208107038e+00;-1.314179856203320229e-01;7.671530344980836968e-01;1.184217978032501328e+01;5.123963640218699434e-01;2.224711398208107038e+00;2.871022909356300890e+00
1.393578963783405378e+01;-5.302422278508769349e-01;3.063086117970942546e+00;2.446334743873071602e+03;3.830722713287069592e+00;1.393578963783405378e+01;1.685220601493948607e+02
3.753899860998568094e+00;-4.430176497272152458e-01;1.093454880213333924e+00;-6.733853549100422242e+01;-1.323799861468718753e+00;-4.370419694949091216e+00;2.025504192278696181e+01
5.957705345976337163e+00;-7.588019653843174339e-01;1.642948403814819880e+00;2.299007311217718268e+02;1.362041108574721937e+00;5.957705345976337163e+00;3.124949810478478440e+01
1.251881484088672170e-01;-1.431492248721208060e+00;-1.000926422871394550e+00;-2.597110788492043021e-01;-3.083805249517830305e-01;1.251881484088672170e-01;-6.968051236289303230e-01
7.363121523087882814e+00;2.947852631014732383e-01;2.347997913117785718e+00;-3.359483995880070211e+02;-1.330021787342881456e+00;-6.545907773601340018e+00;5.572839551712765882e+01
6.063006032411029977e+00;-1.215375370274276001e+00;1.469752021287748178e+00;2.690250879087608382e+02;1.218996943169053937e+00;6.063006032411029977e+00;3.486018011738153888e+01
2.229982478619751163e+01;6.089498915269451196e-01;3.181265824530173258e+00;-1.096986953205082500e+04;-5.474588490691612463e+00;-2.213923645682508834e+01;5.160073658264758478e+02
2.000808553865950046e+01;3.692465614625976555e-01;3.078860011317042122e+00;-7.905486855130387085e+03;-4.893164433758565579e+00;-1.983391441720940662e+01;4.168543256595239654e+02
7.268245472363152881e-01;-6.574330991466841301e-01;-5.310153119891085627e-01;3.709770145607739211e-01;3.949644555269967161e-01;7.268245472363152881e-01;3.765296129025211269e-02
1.614098626644920875e+00;7.420568596727852295e-01;4.847072194421330193e-01;-4.067899199303996127e+00;-3.838831298296107031e-01;-1.582672183714329828e+00;4.168934530136155558e+00
6.856832002280540017e+00;-4.385299115076089493e-01;2.254425890165593138e+00;2.711652960412284870e+02;2.004702621760967585e+00;6.856832002280540017e+00;3.577232614365279773e+01
1.445706453876658593e+01;9.523950095654212245e-01;2.780689115305609693e+00;-2.948317689247804537e+03;-3.467167209323583243e+00;-1.422170625817768475e+01;2.200750381446824804e+02
6.618849545560261838e+00;-4.340458577972884924e-01;1.895642312916896000e+00;-2.890747083534085959e+02;-1.646288026430432483e+00;-6.605370569624848365e+00;5.033884895927688063e+01
1.072717844564752099e+01;6.869115970924424275e-01;2.265630160629227507e+00;1.275504118562434087e+03;2.593219893679830079e+00;1.072717844564752099e+01;1.066566787072951428e+02
8.436350480477486258e+00;8.651313532815696483e-01;2.015745268124249812e+00;-6.292740719209006102e+02;-2.274554579518751396e+00;-8.701097615516495409e+00;8.185938229119942378e+01
3.085376869488773433e-01;-4.199143585336185258e-01;-2.291662720264533881e+00;2.275340809057178337e-01;2.079348242795397983e-01;1.475731066779372713e-01;3.150150859743273135e-01
1.032718146116229541e+01;-7.788808981110711960e-01;2.028309356122132812e+00;-1.213715682976777089e+03;-3.005226424027898524e+00;-1.100467115514201488e+01;1.240891654720945638e+02
1.918573414069507521e+01;-4.484244231832767991e-01;2.687926050198730543e+00;-7.377010009146296397e+03;-5.147394983651238043e+00;-1.974727245825902600e+01;3.981304848492459314e+02
9.424755875487214496e+00;1.114097866039527984e+00;2.468829980393113299e+00;-7.713702097127301158e+02;-2.040358129207141769e+00;-8.919426532023756238e+00;9.355201292549597269e+01
2.961103030033274575e+00;1.582962414060776091e+00;1.449417905126510142e+00;-1.286250370244871100e+01;-1.127816137770754068e-02;-1.794706876224296810e+00;8.615534996147687252e+00
1.332830037184210070e+01;-2.499997050241470342e-02;2.374146851532021429e+00;-2.494320151750809146e+03;-3.623424044569305114e+00;-1.379445869441615002e+01;1.972393152134156367e+02
2.168791330907776072e+01;9.967144639531511086e-01;3.150661127116918703e+00;-1.009222165758793926e+04;-5.325121897911765600e+00;-2.153294302210548139e+01;4.886985188092733665e+02
3.279102999622502512e+00;2.963422090733753844e-01;1.070535897593552832e+00;-4.107657072489715233e+01;-1.028011748803985714e+00;-3.612280597859878650e+00;1.515189497153480325e+01
2.201581269801479390e+00;-1.575735553091636154e-01;5.463594035694352424e-01;1.751552526857340908e+01;2.385272343838751863e-01;2.201581269801479390e+00;3.817581434855585876e+00
6.030295062571302545e+00;-9.385743017521788190e-01;1.641700279856061817e+00;-2.403247743306385757e+02;-1.739289913297330292e+00;-6.401040898818510350e+00;4.466482350880720276e+01
1.585995482916445987e+01;6.035116684796488773e-01;2.769830854027702127e+00;-3.984520089183714390e+03;-3.956939210927557848e+00;-1.584707563498276706e+01;2.671939000427545352e+02
3.421437648711870949e+00;2.205557736741523556e-01;1.131313445280262009e+00;-4.525032463281915796e+01;-1.028362009649576025e+00;-3.698241804666444033e+00;1.609389652842620677e+01
1.410212061835304098e+01;-7.626387582922392605e-01;2.542292213664754108e+00;2.871689673116032282e+03;3.441575601996466283e+00;1.410212061835304098e+01;1.877135028783177404e+02
4.363827250068447405e+00;1.159379455374391243e+00;1.618643510940652508e+00;7.291435456673798399e+01;1.233269504856887799e+00;4.363827250068447405e+00;1.343859201146710447e+01
2.674150753445665440e+00;4.586264367956321419e-01;7.663817974910769326e-01;-2.759447268198239200e+01;-1.087804571772303941e+00;-3.344977766903085570e+00;1.173162778956460173e+01
1.474923931897797469e-01;-6.344434526012282527e-01;-1.035706083424390078e+00;-4.954293995392115568e-01;-4.901977133489355265e-01;-8.728117772721646350e-01;4.077475432552888912e-01
4.364539312130084170e+00;1.077447778855563643e+00;1.569977635955988271e+00;7.628896236074686499e+01;1.185398197802896902e+00;4.364539312130084170e+00;1.385471985135627193e+01
