,0,1,2,3,4,5,6
0,-0.6719878,-0.4428833,-1.0960493,-0.40459922,0.3784457,-1.0155662,-0.21106032
1,1.5055004,-1.7245584,-0.88088554,1.4975722,-1.5572723,1.4252465,1.3977591
2,0.279017,-0.37993413,-1.0691873,-1.8864536,1.8597999,0.7200336,-1.2447572
3,1.8586804,-0.66193295,1.8190184,1.6086413,-1.5897508,1.625672,1.8418387
4,-0.25610483,-0.7042678,-0.93898726,0.48388496,-0.4983999,-0.11079324,-0.040128093
5,-0.45170015,0.45166397,-1.6873506,0.17691822,-0.19643185,-0.6285324,-0.07748387
6,0.17749362,-0.21110399,0.6634543,0.7662888,-0.7652746,0.4318731,0.19163474
7,-0.31482372,-0.5724392,0.6869289,0.28558496,-0.28995487,-0.2537148,-0.10934352
8,0.24739814,0.50325334,-0.67292273,0.79784185,-0.79730755,0.50678796,0.18363407
9,-0.727875,-1.0396003,1.1185724,-0.59865737,0.59426886,-0.8818386,-0.25379264
10,2.1179602,1.5215605,1.4191362,-3.3910704,3.504725,2.491862,-3.4442842
11,0.5420807,1.0577946,1.4176995,0.8904423,-0.8516224,0.77585715,0.37833172
12,0.2616421,-0.5954584,-1.3001074,-1.8950925,1.8572568,0.6840493,-1.2469975
13,-0.2371164,-1.2870252,0.90377474,0.5049361,-0.51277655,-0.006416937,-0.046462465
14,1.1776084,-0.5458367,0.69273674,1.253377,-1.2573546,1.1717895,1.0237101
15,5.2518225,1.1610013,1.7349902,2.8078723,-2.7332518,3.60927,6.0498977
16,-0.07457054,0.99119747,-1.0090657,-1.4335668,1.4371626,0.33584026,-0.7707544
17,-0.34308472,0.9156108,-0.5391355,0.1865756,-0.18051419,-0.42308336,-0.10167352
18,0.24869421,-0.65766096,-1.3693663,-1.8852313,1.8438131,0.6607495,-1.2291454
19,-0.53085184,1.0674788,-0.39408255,-0.04147747,0.053488858,-0.76525414,-0.18030491
20,-0.31542844,-0.46127707,0.71000254,0.28330222,-0.2870924,-0.27733412,-0.10248319
